$Tomato_Root;;
$Tomato_Root$C;;
;Value;groups
0;-31.55;a
1;-33.17143;a
3;-35.36286;b
7;-36.35571;bc
9;-37.38;c
14;-37.51429;c
11;-37.97286;c
;;
$Tomato_Root$Fe;;
;Value;groups
0;-33.18143;a
1;-34.25143;a
3;-36.22286;b
7;-37.02;bc
9;-37.68286;c
11;-37.98714;c
14;-38.14;c
;;
$Tomato_Root$P;;
;Value;groups
0;-32.66571;a
1;-33.01429;a
14;-35.23571;b
3;-35.25429;b
11;-35.29143;b
9;-35.30143;b
7;-35.46143;b
;;
$Tomato_Root$`P/Fe`;;
;Value;groups
0;-32.72857;a
1;-33.68857;a
3;-36.08429;b
14;-36.27571;b
7;-36.29;b
9;-36.47857;b
11;-36.58714;b
;;
;;
$Tomato_Shoot;;
$Tomato_Shoot$C;;
;Value;groups
0;-34.16286;a
1;-36.83857;b
3;-38.30143;bc
7;-37.91429;bc
9;-38.74429;c
11;-39.35429;c
14;-39.02286;c
;;
$Tomato_Shoot$Fe;;
;Value;groups
0;-35.50143;a
1;-37.45;b
3;-38.17286;bc
7;-38.01857;bc
9;-38.58;bc
11;-39.03429;c
14;-39.11286;c
;;
$Tomato_Shoot$P;;
;Value;groups
0;-35.63286;a
1;-37.20571;bc
3;-38.27;c
7;-36.85286;abc
9;-36.77714;abc
11;-36.69143;ab
14;-36.72;ab
;;
$Tomato_Shoot$`P/Fe`;;
;Value;groups
0;-35.28429;a
1;-35.82857;ab
3;-37.84857;c
7;-37.18;bc
9;-37.29143;bc
11;-37.35;bc
14;-36.87286;abc
;;
;;
$Cucumber_Root;;
$Cucumber_Root$C;;
;Value;groups
0;-33.71571;ab
2;-34.38286;ab
5;-35.20714;b
7;-34.17714;ab
9;-34.7;ab
12;-34.68857;ab
14;-33.67143;a
;;
$Cucumber_Root$Fe;;
;Value;groups
0;-34.04429;a
2;-33.92429;a
5;-34.95;a
7;-34.36143;a
9;-34.31;a
12;-34.61857;a
14;-34.34286;a
;;
$Cucumber_Root$P;;
;Value;groups
0;-33.32286;bc
2;-34.14714;bc
5;-34.82286;c
7;-34.23286;bc
9;-32.88286;bc
12;-32.32;b
14;-30.04286;a
;;
$Cucumber_Root$`P/Fe`;;
;Value;groups
0;-33.05;ab
2;-34.36143;b
5;-34.63286;b
7;-34.15714;b
9;-32.94571;ab
12;-32.40714;ab
14;-30.92286;a
;;
;;
$Cucumber_Shoot;;
$Cucumber_Shoot$C;;
;Value;groups
0;-34.65;a
2;-35.22857;ab
5;-36.17286;b
7;-36.2;b
9;-36.21286;b
12;-35.88286;b
14;-35.68;ab
;;
$Cucumber_Shoot$Fe;;
;Value;groups
0;-34.78714;a
2;-35.40286;ab
5;-35.99714;b
7;-36.40857;b
9;-36.13143;b
12;-36.38857;b
14;-35.51714;ab
;;
$Cucumber_Shoot$P;;
;Value;groups
0;-34.57571;bcd
2;-35.32;bcd
5;-35.96857;cd
7;-36.27714;d
9;-34.15286;abc
12;-33.78429;ab
14;-32.41571;a
;;
$Cucumber_Shoot$`P/Fe`;;
;Value;groups
0;-34.35857;ab
2;-35.11286;b
5;-35.76;b
7;-35.93571;b
9;-34.53;ab
12;-34.63571;ab
14;-32.91;a
;;
;;
$Maize_Root;;
$Maize_Root$C;;
;Value;groups
0;-12.20714;a
2;-13.43143;b
4;-13.58286;b
7;-14.59571;c
9;-15.66;d
11;-15.99;d
14;-16.17857;d
;;
$Maize_Root$Fe;;
;Value;groups
0;-12.48286;a
2;-13.43143;ab
4;-13.63571;ab
7;-14.47;bc
9;-15.26286;cd
11;-15.19714;c
14;-16.41143;d
;;
$Maize_Root$P;;
;Value;groups
0;-12.48429;a
2;-13.21714;a
4;-13.28143;a
7;-14.88571;b
9;-15.76571;b
11;-15.54;b
14;-15.98571;b
;;
$Maize_Root$`P/Fe`;;
;Value;groups
0;-12.24571;a
2;-13.70857;b
4;-13.88571;bc
7;-14.82857;cd
9;-15.28;d
11;-15.37143;d
14;-16.73857;e
;;
;;
$Maize_Shoot;;
$Maize_Shoot$C;;
;Value;groups
0;-13.42;a
2;-15.96714;b
4;-16.33571;b
7;-16.84857;bc
9;-17.77714;c
11;-17.85857;c
14;-17.85571;c
;;
$Maize_Shoot$Fe;;
;Value;groups
0;-13.25571;a
2;-15.97143;bc
4;-15.24571;b
7;-16.11571;bc
9;-16.61286;c
11;-16.34286;bc
14;-17.15;c
;;
$Maize_Shoot$P;;
;Value;groups
0;-13.55714;a
2;-15.82143;b
4;-16.20143;bc
7;-16.86286;bcd
9;-17.88286;d
11;-17.46;cd
14;-17.96143;d
;;
$Maize_Shoot$`P/Fe`;;
;Value;groups
0;-12.89429;a
2;-15.70429;b
4;-15.72143;bc
7;-16.34857;bcd
9;-16.94143;bcd
11;-17.20143;cd
14;-17.31286;d
;;
;;
$Barley_Root;;
$Barley_Root$C;;
;Value;groups
0;-27.37;a
2;-28.73714;a
4;-31.50429;b
7;-34.00143;c
9;-34.75143;cd
11;-34.87429;cd
14;-36.55;d
;;
$Barley_Root$Fe;;
;Value;groups
0;-27.71429;a
2;-28.78286;a
4;-31.69857;b
7;-33.32;bc
9;-34.92714;c
11;-34.30571;c
14;-35.74857;c
;;
$Barley_Root$P;;
;Value;groups
0;-27.83143;a
2;-29.84;a
4;-33.01286;b
7;-34.65286;bc
9;-35.18143;cd
11;-35.89286;cd
14;-37.31;d
;;
$Barley_Root$`P/Fe`;;
;Value;groups
0;-27.48714;a
2;-30.84286;b
4;-32.44;b
7;-35.18857;c
9;-35.86286;cd
11;-35.91143;cd
14;-37.67714;d
;;
;;
$Barley_Shoot;;
$Barley_Shoot$C;;
;Value;groups
0;-31.16429;a
2;-32.73429;a
4;-35.51571;b
7;-37.21286;bc
9;-38.11286;cd
11;-38.23714;cd
14;-39.32857;d
;;
$Barley_Shoot$Fe;;
;Value;groups
0;-30.89571;a
2;-33.39571;b
4;-35.33;c
7;-37.16143;d
9;-37.93857;de
11;-38.20714;de
14;-39.31571;e
;;
$Barley_Shoot$P;;
;Value;groups
0;-31.05429;a
2;-33.56286;b
4;-35.41;c
7;-37.44;d
9;-38.15571;de
11;-38.59429;de
14;-39.10286;e
;;
$Barley_Shoot$`P/Fe`;;
;Value;groups
0;-31.06429;a
2;-33.57714;b
4;-35.67429;c
7;-37.62857;d
9;-38.15;d
11;-38.46857;d
14;-39.06857;d
